row_id,store_id,store_type,store_size,region,dept_id,dept_name,week_date,weekly_sales,is_holiday,temperature,fuel_price,cpi,unemployment
103,1,A,151315,North,7,Beverages,2023-02-03,22252.08,0,52.5,3.626,133.438,5.978
104,1,A,151315,North,8,Snacks,2023-02-03,28150.16,0,52.5,3.626,133.438,5.978
105,1,A,151315,North,9,Household,2023-02-03,17237.97,0,52.5,3.626,133.438,5.978
106,1,A,151315,North,10,Health & Beauty,2023-02-03,14913.56,0,52.5,3.626,133.438,5.978
107,1,A,151315,North,11,Electronics,2023-02-03,37043.61,0,52.5,3.626,133.438,5.978
108,1,A,151315,North,12,Apparel,2023-02-03,21076.1,0,52.5,3.626,133.438,5.978
109,1,A,151315,North,13,Toys,2023-02-03,12880.78,0,52.5,3.626,133.438,5.978
110,1,A,151315,North,14,Pharmacy,2023-02-03,27332.44,0,52.5,3.626,133.438,5.978
111,1,A,151315,North,16,Home & Garden,2023-02-03,16102.03,0,52.5,3.626,133.438,5.978
112,1,A,151315,North,17,Sporting Goods,2023-02-03,11306.85,0,52.5,3.626,133.438,5.978
113,1,A,151315,North,18,Office Supplies,2023-02-03,7147.41,0,52.5,3.626,133.438,5.978
114,1,A,151315,North,19,Pet Supplies,2023-02-03,11246.21,0,52.5,3.626,133.438,5.978
115,1,A,151315,North,20,Automotive,2023-02-03,13151.21,0,52.5,3.626,133.438,5.978
116,1,A,151315,North,21,Hardware,2023-02-03,11036.24,0,52.5,3.626,133.438,5.978
117,1,A,151315,North,22,Furniture,2023-02-03,22388.81,0,52.5,3.626,133.438,5.978
118,1,A,151315,North,23,Jewelry,2023-02-03,5648.28,0,52.5,3.626,133.438,5.978
119,1,A,151315,North,24,Books & Media,2023-02-03,6679.69,0,52.5,3.626,133.438,5.978
120,1,A,151315,North,25,Baby Products,2023-02-03,10328.44,0,52.5,3.626,133.438,5.978
121,1,A,151315,North,1,Grocery,2023-02-10,102448.43,1,42.4,2.884,135.338,9.077
122,1,A,151315,North,2,Dairy,2023-02-10,50895.37,1,42.4,2.884,135.338,9.077
123,1,A,151315,North,3,Produce,2023-02-10,40523.94,1,42.4,2.884,135.338,9.077
124,1,A,151315,North,4,Bakery,2023-02-10,19302.75,1,42.4,2.884,135.338,9.077
125,1,A,151315,North,5,Frozen Foods,2023-02-10,29005.33,1,42.4,2.884,135.338,9.077
126,1,A,151315,North,6,Meat & Seafood,2023-02-10,36216.43,1,42.4,2.884,135.338,9.077
127,1,A,151315,North,7,Beverages,2023-02-10,37459.36,1,42.4,2.884,135.338,9.077
128,1,A,151315,North,8,Snacks,2023-02-10,32820.6,1,42.4,2.884,135.338,9.077
129,1,A,151315,North,9,Household,2023-02-10,22956.61,1,42.4,2.884,135.338,9.077
130,1,A,151315,North,10,Health & Beauty,2023-02-10,26266.54,1,42.4,2.884,135.338,9.077
131,1,A,151315,North,11,Electronics,2023-02-10,55261.02,1,42.4,2.884,135.338,9.077
132,1,A,151315,North,12,Apparel,2023-02-10,28303.61,1,42.4,2.884,135.338,9.077
133,1,A,151315,North,13,Toys,2023-02-10,18502.07,1,42.4,2.884,135.338,9.077
134,1,A,151315,North,14,Pharmacy,2023-02-10,36572.34,1,42.4,2.884,135.338,9.077
135,1,A,151315,North,16,Home & Garden,2023-02-10,25787.34,1,42.4,2.884,135.338,9.077
136,1,A,151315,North,17,Sporting Goods,2023-02-10,19495.02,1,42.4,2.884,135.338,9.077
137,1,A,151315,North,18,Office Supplies,2023-02-10,12153.84,1,42.4,2.884,135.338,9.077
138,1,A,151315,North,19,Pet Supplies,2023-02-10,16761.84,1,42.4,2.884,135.338,9.077
139,1,A,151315,North,20,Automotive,2023-02-10,19217.36,1,42.4,2.884,135.338,9.077
140,1,A,151315,North,21,Hardware,2023-02-10,12859.05,1,42.4,2.884,135.338,9.077
141,1,A,151315,North,22,Furniture,2023-02-10,26305.61,1,42.4,2.884,135.338,9.077
142,1,A,151315,North,23,Jewelry,2023-02-10,9219.29,1,42.4,2.884,135.338,9.077
143,1,A,151315,North,24,Books & Media,2023-02-10,9836.85,1,42.4,2.884,135.338,9.077
144,1,A,151315,North,25,Baby Products,2023-02-10,15835.7,1,42.4,2.884,135.338,9.077
145,1,A,151315,North,1,Grocery,2023-02-17,84780.81,0,40.1,3.035,134.927,9.05
146,1,A,151315,North,2,Dairy,2023-02-17,41362.64,0,40.1,3.035,134.927,9.05
147,1,A,151315,North,3,Produce,2023-02-17,37549.35,0,40.1,3.035,134.927,9.05
148,1,A,151315,North,4,Bakery,2023-02-17,17404.37,0,40.1,3.035,134.927,9.05
149,1,A,151315,North,5,Frozen Foods,2023-02-17,20701.39,0,40.1,3.035,134.927,9.05
150,1,A,151315,North,6,Meat & Seafood,2023-02-17,29016.74,0,40.1,3.035,134.927,9.05
151,1,A,151315,North,7,Beverages,2023-02-17,24161.63,0,40.1,3.035,134.927,9.05
152,1,A,151315,North,8,Snacks,2023-02-17,23236.26,0,40.1,3.035,134.927,9.05
153,1,A,151315,North,9,Household,2023-02-17,17033.71,0,40.1,3.035,134.927,9.05
154,1,A,151315,North,10,Health & Beauty,2023-02-17,16003.9,0,40.1,3.035,134.927,9.05
155,1,A,151315,North,11,Electronics,2023-02-17,37657.47,0,40.1,3.035,134.927,9.05
156,1,A,151315,North,12,Apparel,2023-02-17,24806.51,0,40.1,3.035,134.927,9.05
157,1,A,151315,North,13,Toys,2023-02-17,15382.99,0,40.1,3.035,134.927,9.05
158,1,A,151315,North,14,Pharmacy,2023-02-17,31070.19,0,40.1,3.035,134.927,9.05
159,1,A,151315,North,16,Home & Garden,2023-02-17,21425.42,0,40.1,3.035,134.927,9.05
160,1,A,151315,North,17,Sporting Goods,2023-02-17,14476.88,0,40.1,3.035,134.927,9.05
161,1,A,151315,North,18,Office Supplies,2023-02-17,9226.11,0,40.1,3.035,134.927,9.05
162,1,A,151315,North,19,Pet Supplies,2023-02-17,11249.82,0,40.1,3.035,134.927,9.05
163,1,A,151315,North,20,Automotive,2023-02-17,14048.07,0,40.1,3.035,134.927,9.05
164,1,A,151315,North,21,Hardware,2023-02-17,9108.93,0,40.1,3.035,134.927,9.05
165,1,A,151315,North,22,Furniture,2023-02-17,19678.29,0,40.1,3.035,134.927,9.05
166,1,A,151315,North,23,Jewelry,2023-02-17,5754.02,0,40.1,3.035,134.927,9.05
167,1,A,151315,North,24,Books & Media,2023-02-17,7484.58,0,40.1,3.035,134.927,9.05
168,1,A,151315,North,25,Baby Products,2023-02-17,12123.88,0,40.1,3.035,134.927,9.05
169,1,A,151315,North,1,Grocery,2023-02-24,67119.49,0,74.3,3.419,133.183,8.439
170,1,A,151315,North,2,Dairy,2023-02-24,39709.09,0,74.3,3.419,133.183,8.439
171,1,A,151315,North,3,Produce,2023-02-24,38489.66,0,74.3,3.419,133.183,8.439
172,1,A,151315,North,4,Bakery,2023-02-24,17611.04,0,74.3,3.419,133.183,8.439
173,1,A,151315,North,5,Frozen Foods,2023-02-24,24242.2,0,74.3,3.419,133.183,8.439
174,1,A,151315,North,6,Meat & Seafood,2023-02-24,28673.78,0,74.3,3.419,133.183,8.439
175,1,A,151315,North,7,Beverages,2023-02-24,22820.22,0,74.3,3.419,133.183,8.439
176,1,A,151315,North,8,Snacks,2023-02-24,29407.2,0,74.3,3.419,133.183,8.439
177,1,A,151315,North,9,Household,2023-02-24,18846.94,0,74.3,3.419,133.183,8.439
178,1,A,151315,North,10,Health & Beauty,2023-02-24,18684.65,0,74.3,3.419,133.183,8.439
179,1,A,151315,North,11,Electronics,2023-02-24,46333.37,0,74.3,3.419,133.183,8.439
180,1,A,151315,North,12,Apparel,2023-02-24,22719.16,0,74.3,3.419,133.183,8.439
181,1,A,151315,North,13,Toys,2023-02-24,13129.73,0,74.3,3.419,133.183,8.439
182,1,A,151315,North,14,Pharmacy,2023-02-24,35801.61,0,74.3,3.419,133.183,8.439
183,1,A,151315,North,16,Home & Garden,2023-02-24,20219.44,0,74.3,3.419,133.183,8.439
184,1,A,151315,North,17,Sporting Goods,2023-02-24,11377.84,0,74.3,3.419,133.183,8.439
185,1,A,151315,North,18,Office Supplies,2023-02-24,7209.69,0,74.3,3.419,133.183,8.439
186,1,A,151315,North,19,Pet Supplies,2023-02-24,10498.82,0,74.3,3.419,133.183,8.439
187,1,A,151315,North,20,Automotive,2023-02-24,17196.4,0,74.3,3.419,133.183,8.439
188,1,A,151315,North,21,Hardware,2023-02-24,10834.33,0,74.3,3.419,133.183,8.439
189,1,A,151315,North,22,Furniture,2023-02-24,19350.11,0,74.3,3.419,133.183,8.439
190,1,A,151315,North,23,Jewelry,2023-02-24,6932.48,0,74.3,3.419,133.183,8.439
191,1,A,151315,North,24,Books & Media,2023-02-24,8255.77,0,74.3,3.419,133.183,8.439
192,1,A,151315,North,25,Baby Products,2023-02-24,11334.68,0,74.3,3.419,133.183,8.439
193,1,A,151315,North,1,Grocery,2023-03-03,96037.62,0,51.5,3.523,127.441,5.847
194,1,A,151315,North,2,Dairy,2023-03-03,43447.04,0,51.5,3.523,127.441,5.847
195,1,A,151315,North,3,Produce,2023-03-03,37919.99,0,51.5,3.523,127.441,5.847
196,1,A,151315,North,4,Bakery,2023-03-03,20138.16,0,51.5,3.523,127.441,5.847
197,1,A,151315,North,5,Frozen Foods,2023-03-03,24258.54,0,51.5,3.523,127.441,5.847
198,1,A,151315,North,6,Meat & Seafood,2023-03-03,35213.04,0,51.5,3.523,127.441,5.847
199,1,A,151315,North,7,Beverages,2023-03-03,30432.31,0,51.5,3.523,127.441,5.847
200,1,A,151315,North,8,Snacks,2023-03-03,27125.39,0,51.5,3.523,127.441,5.847
201,1,A,151315,North,9,Household,2023-03-03,20158.49,0,51.5,3.523,127.441,5.847
202,1,A,151315,North,10,Health & Beauty,2023-03-03,17641.71,0,51.5,3.523,127.441,5.847
203,1,A,151315,North,11,Electronics,2023-03-03,41082.31,0,51.5,3.523,127.441,5.847
204,1,A,151315,North,12,Apparel,2023-03-03,26407.47,0,51.5,3.523,127.441,5.847
205,1,A,151315,North,13,Toys,2023-03-03,13777.97,0,51.5,3.523,127.441,5.847
206,1,A,151315,North,14,Pharmacy,2023-03-03,33808.14,0,51.5,3.523,127.441,5.847
207,1,A,151315,North,16,Home & Garden,2023-03-03,18489.01,0,51.5,3.523,127.441,5.847
208,1,A,151315,North,17,Sporting Goods,2023-03-03,15564.85,0,51.5,3.523,127.441,5.847
209,1,A,151315,North,18,Office Supplies,2023-03-03,8519.16,0,51.5,3.523,127.441,5.847
210,1,A,151315,North,19,Pet Supplies,2023-03-03,12708.46,0,51.5,3.523,127.441,5.847
211,1,A,151315,North,20,Automotive,2023-03-03,17250.83,0,51.5,3.523,127.441,5.847
212,1,A,151315,North,21,Hardware,2023-03-03,12210.84,0,51.5,3.523,127.441,5.847
213,1,A,151315,North,22,Furniture,2023-03-03,23194.24,0,51.5,3.523,127.441,5.847
214,1,A,151315,North,23,Jewelry,2023-03-03,7798.44,0,51.5,3.523,127.441,5.847
215,1,A,151315,North,24,Books & Media,2023-03-03,7923.92,0,51.5,3.523,127.441,5.847
216,1,A,151315,North,25,Baby Products,2023-03-03,11993.42,0,51.5,3.523,127.441,5.847
217,1,A,151315,North,1,Grocery,2023-03-10,71626.78,0,63.1,2.728,130.841,6.404
218,1,A,151315,North,2,Dairy,2023-03-10,45311.85,0,63.1,2.728,130.841,6.404
219,1,A,151315,North,3,Produce,2023-03-10,33922.1,0,63.1,2.728,130.841,6.404
220,1,A,151315,North,4,Bakery,2023-03-10,17678.29,0,63.1,2.728,130.841,6.404
221,1,A,151315,North,5,Frozen Foods,2023-03-10,26422.06,0,63.1,2.728,130.841,6.404
222,1,A,151315,North,6,Meat & Seafood,2023-03-10,32216.74,0,63.1,2.728,130.841,6.404
223,1,A,151315,North,7,Beverages,2023-03-10,26272.87,0,63.1,2.728,130.841,6.404
224,1,A,151315,North,8,Snacks,2023-03-10,29863.49,0,63.1,2.728,130.841,6.404
225,1,A,151315,North,9,Household,2023-03-10,22142.26,0,63.1,2.728,130.841,6.404
226,1,A,151315,North,10,Health & Beauty,2023-03-10,20414.15,0,63.1,2.728,130.841,6.404
227,1,A,151315,North,11,Electronics,2023-03-10,39285.65,0,63.1,2.728,130.841,6.404
228,1,A,151315,North,12,Apparel,2023-03-10,26205.61,0,63.1,2.728,130.841,6.404
229,1,A,151315,North,13,Toys,2023-03-10,13729.54,0,63.1,2.728,130.841,6.404
230,1,A,151315,North,14,Pharmacy,2023-03-10,32331.05,0,63.1,2.728,130.841,6.404
231,1,A,151315,North,16,Home & Garden,2023-03-10,22488.09,0,63.1,2.728,130.841,6.404
232,1,A,151315,North,17,Sporting Goods,2023-03-10,13892.07,0,63.1,2.728,130.841,6.404
233,1,A,151315,North,18,Office Supplies,2023-03-10,9075.0,0,63.1,2.728,130.841,6.404
234,1,A,151315,North,19,Pet Supplies,2023-03-10,13873.83,0,63.1,2.728,130.841,6.404
235,1,A,151315,North,20,Automotive,2023-03-10,18912.65,0,63.1,2.728,130.841,6.404
236,1,A,151315,North,21,Hardware,2023-03-10,10704.59,0,63.1,2.728,130.841,6.404
237,1,A,151315,North,22,Furniture,2023-03-10,24562.1,0,63.1,2.728,130.841,6.404
238,1,A,151315,North,23,Jewelry,2023-03-10,6941.54,0,63.1,2.728,130.841,6.404
239,1,A,151315,North,24,Books & Media,2023-03-10,7948.9,0,63.1,2.728,130.841,6.404
240,1,A,151315,North,25,Baby Products,2023-03-10,12566.89,0,63.1,2.728,130.841,6.404
241,1,A,151315,North,1,Grocery,2023-03-17,89179.26,0,58.3,3.5,131.258,8.907
242,1,A,151315,North,2,Dairy,2023-03-17,46276.9,0,58.3,3.5,131.258,8.907
243,1,A,151315,North,3,Produce,2023-03-17,42610.45,0,58.3,3.5,131.258,8.907
244,1,A,151315,North,4,Bakery,2023-03-17,16534.78,0,58.3,3.5,131.258,8.907
245,1,A,151315,North,5,Frozen Foods,2023-03-17,25191.89,0,58.3,3.5,131.258,8.907
246,1,A,151315,North,6,Meat & Seafood,2023-03-17,35892.81,0,58.3,3.5,131.258,8.907
247,1,A,151315,North,7,Beverages,2023-03-17,30547.44,0,58.3,3.5,131.258,8.907
248,1,A,151315,North,8,Snacks,2023-03-17,26466.87,0,58.3,3.5,131.258,8.907
249,1,A,151315,North,9,Household,2023-03-17,19307.68,0,58.3,3.5,131.258,8.907
250,1,A,151315,North,10,Health & Beauty,2023-03-17,18483.37,0,58.3,3.5,131.258,8.907
251,1,A,151315,North,11,Electronics,2023-03-17,38837.08,0,58.3,3.5,131.258,8.907
252,1,A,151315,North,12,Apparel,2023-03-17,23737.21,0,58.3,3.5,131.258,8.907
253,1,A,151315,North,13,Toys,2023-03-17,12948.25,0,58.3,3.5,131.258,8.907
254,1,A,151315,North,14,Pharmacy,2023-03-17,36411.66,0,58.3,3.5,131.258,8.907
255,1,A,151315,North,16,Home & Garden,2023-03-17,22560.91,0,58.3,3.5,131.258,8.907
256,1,A,151315,North,17,Sporting Goods,2023-03-17,15510.84,0,58.3,3.5,131.258,8.907
257,1,A,151315,North,18,Office Supplies,2023-03-17,7986.34,0,58.3,3.5,131.258,8.907
258,1,A,151315,North,19,Pet Supplies,2023-03-17,13704.44,0,58.3,3.5,131.258,8.907
259,1,A,151315,North,20,Automotive,2023-03-17,17639.14,0,58.3,3.5,131.258,8.907
260,1,A,151315,North,21,Hardware,2023-03-17,9723.61,0,58.3,3.5,131.258,8.907
261,1,A,151315,North,22,Furniture,2023-03-17,26488.83,0,58.3,3.5,131.258,8.907
262,1,A,151315,North,23,Jewelry,2023-03-17,7902.03,0,58.3,3.5,131.258,8.907
263,1,A,151315,North,24,Books & Media,2023-03-17,7253.74,0,58.3,3.5,131.258,8.907
264,1,A,151315,North,25,Baby Products,2023-03-17,13492.72,0,58.3,3.5,131.258,8.907
265,1,A,151315,North,1,Grocery,2023-03-24,75603.71,0,54.7,3.431,136.889,8.547
266,1,A,151315,North,2,Dairy,2023-03-24,40725.8,0,54.7,3.431,136.889,8.547
267,1,A,151315,North,3,Produce,2023-03-24,37796.12,0,54.7,3.431,136.889,8.547
268,1,A,151315,North,4,Bakery,2023-03-24,16959.91,0,54.7,3.431,136.889,8.547
269,1,A,151315,North,5,Frozen Foods,2023-03-24,22490.9,0,54.7,3.431,136.889,8.547
270,1,A,151315,North,6,Meat & Seafood,2023-03-24,29955.27,0,54.7,3.431,136.889,8.547
271,1,A,151315,North,7,Beverages,2023-03-24,29567.41,0,54.7,3.431,136.889,8.547
272,1,A,151315,North,8,Snacks,2023-03-24,25418.59,0,54.7,3.431,136.889,8.547
273,1,A,151315,North,9,Household,2023-03-24,22133.16,0,54.7,3.431,136.889,8.547
274,1,A,151315,North,10,Health & Beauty,2023-03-24,18474.01,0,54.7,3.431,136.889,8.547
275,1,A,151315,North,11,Electronics,2023-03-24,38109.17,0,54.7,3.431,136.889,8.547
276,1,A,151315,North,12,Apparel,2023-03-24,24438.83,0,54.7,3.431,136.889,8.547
277,1,A,151315,North,13,Toys,2023-03-24,15402.1,0,54.7,3.431,136.889,8.547
278,1,A,151315,North,14,Pharmacy,2023-03-24,34777.47,0,54.7,3.431,136.889,8.547
279,1,A,151315,North,16,Home & Garden,2023-03-24,18072.48,0,54.7,3.431,136.889,8.547
280,1,A,151315,North,17,Sporting Goods,2023-03-24,15876.98,0,54.7,3.431,136.889,8.547
281,1,A,151315,North,18,Office Supplies,2023-03-24,9680.79,0,54.7,3.431,136.889,8.547
282,1,A,151315,North,19,Pet Supplies,2023-03-24,14691.22,0,54.7,3.431,136.889,8.547
283,1,A,151315,North,20,Automotive,2023-03-24,14834.53,0,54.7,3.431,136.889,8.547
